timestamp,cnt
0,1215.137454141319
10,892.2790328759578
20,1055.398349671768
30,771.3226349678565
40,791.3518893517944
50,1411.347993386125
60,943.6756216367143
70,834.9584502097525
80,791.3294413066615
90,1207.0260069354463
100,1061.9247487480673
110,1335.523983556075
120,1113.0436400088504
130,1096.4376014190652
140,979.6784466401839
150,888.5047864951192
160,889.3535098085488
170,1228.9166414138504
180,959.2062764760316
190,1101.3066260411217
200,910.4129983698305
210,848.7241867589346
220,772.2773167731112
230,920.0324327009431
240,1279.8265591276886
250,672.029884487006
260,1328.1950652150088
270,1030.3260654834714
280,880.8240819449123
290,1176.2449098597458
300,1180.7618751274865
310,1025.8074443690928
320,1082.2702819733618
330,985.6292735832542
340,1213.9039121677372
350,1015.93144721363
360,933.6133513829787
370,1052.4771977750017
380,1099.0904072152525
390,861.637155294427
400,1029.294260687799
410,867.0539473976738
420,943.3629695870329
430,883.7407464900075
440,1138.6474657599497
450,1035.4070369929266
460,919.0949722573014
470,1129.9906979009916
480,994.4402342368529
490,708.3813045352236
500,742.8454915810312
510,732.3716416784684
520,728.7816966975374
530,810.6039824446876
540,931.0216383383444
550,1175.7302471403164
560,1173.038386139129
570,1160.7382327905632
580,591.5348222872635
590,443.3988478075478
600,1028.8598783637403
610,1155.5430074853127
620,1154.0418079181745
630,729.3881593831277
640,673.1753142294524
650,1098.7189322163892
660,789.4980374093025
670,969.498739967266
680,936.7474664936971
690,811.534865068525
700,1170.7554020422865
710,899.8431596795242
720,1004.75291071291
730,1051.512321990833
740,965.1337916159591
750,854.6904749575824
760,866.8575954467432
770,961.1943213598091
780,1156.9530737262194
790,1047.3520813211471
800,1294.0602821073726
810,1101.0971244131156
820,1007.1739944395335
830,1202.774822714168
840,854.3472716621436
850,945.3757832287416
860,1098.4262642726067
870,874.4921196662247
880,1410.8593692538707
890,1002.4645741323384
900,1169.0076706515
910,1094.9347804142562
920,847.2581145813385
930,1194.8578422762216
940,1131.9914733628134
950,815.0587479152689
960,1238.4753933065072
970,1184.469180683749
980,731.5300345984713
990,967.4657414444627
1000,1123.0137564177496
1010,846.5524893556574
1020,575.9030643709987
1030,1104.0720074274552
1040,1128.999475380959
1050,1031.086859118269
1060,674.6647322248486
1070,1095.6508907390282
1080,1156.2090100247933
1090,1083.5240424104747
1100,1065.5725299740936
1110,939.4817627363406
1120,995.3812833701882
1130,987.8701692695486
1140,1047.6122776995644
1150,1152.7124634825075
1160,628.7778737695488
1170,675.5601736352007
1180,1052.0983694067957
1190,1077.5061066650203
1200,885.5205227687995
1210,1239.7111381247155
1220,1082.4559623986343
1230,947.7289342298471
1240,1303.1284824763804
1250,1221.9431888348759
1260,843.1374871406456
1270,843.6971862880877
1280,421.2399261762499
1290,1132.8110475887029
1300,1097.5392542094614
1310,1321.6132628642758
1320,1215.0157775812838
1330,1147.1487171612864
1340,828.3492121600452
1350,1075.2667576256113
1360,597.4218576636155
1370,941.2534582460339
1380,893.6762108373357
1390,1067.5178060708067
1400,875.8993660583637
1410,803.926032366238
1420,1215.2750035881984
1430,1032.0926746589828
1440,822.6368638982557
1450,846.6735326880334
1460,725.3333459806531
1470,1057.6962991568257
1480,921.7363671245096
1490,1105.6956995759444
1500,823.1583837523992
1510,769.0035138953311
1520,1289.1729527841976
1530,587.4544535851851
1540,875.589311212838
1550,974.6117917571314
1560,1303.0376596472054
1570,867.9372600782849
1580,866.7728107109149
1590,1269.5039872032467
1600,1213.207071268572
1610,1119.320334549196
1620,935.8028611622636
1630,929.096972709364
1640,1093.0252293291721
1650,1187.4746714264938
1660,869.5080054477563
